date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier
1948-03-01,1465.6627192982446,1601.698014332574,1614.8201357448786,1902,1574.1293976732104
1948-04-01,1573.715350877192,1702.875218855802,1720.3580983675274,1846,1712.94625613206
1948-05-01,1636.610087719297,1758.894527902221,1780.5120527161591,2083,1848.1260182695246
1948-06-01,1791.0837719298238,1906.4927826208984,1932.018840896037,2262,1811.0686768895353
1948-07-01,2181.2942982456134,2289.827876740585,2319.036357644003,2193,2474.8215543355946
1948-08-01,3286.083771929824,3387.741912175916,3420.406708223216,3792,3260.1095834181824
1948-09-01,2536.2942982456134,2631.077012156072,2666.9719978968324,2343,2802.5786448824297
1948-10-01,2067.241666666666,2155.148951222553,2194.048016138538,2313,2107.899848329632
1948-11-01,1887.715350877192,1968.747202998108,2010.4242366325425,2179,2037.6413720403652
1948-12-01,1649.1890350877184,1723.3454541304927,1767.574343589372,1975,1794.8850360843915
1949-01-01,1472.4026315789465,1540.174718659369,1614.7986552471816,1880,1553.5340880817605
1949-02-01,1454.7710526315782,1516.6499199367477,1593.405778195705,1930,1659.758130231745
1949-03-01,1591.4552631578938,1647.4409085529314,1726.1348790146185,2060,1684.984895982813
1949-04-01,1699.507894736841,1749.6003173662118,1830.0385892828715,1843,1822.182983344207
1949-05-01,1762.4026315789465,1806.6018307026832,1888.5905932109888,2052,1955.7760853721832
1949-06-01,1916.8763157894728,1955.1822897114127,2038.527732904235,2039,1917.1641948706717
1949-07-01,2307.0868421052623,2339.499588121153,2424.007903099451,2351,2579.3946341831756
1949-08-01,3411.8763157894728,3438.395827846536,3523.873209059796,3394,3363.1923361201752
1949-09-01,2662.0868421052623,2682.7131321167444,2768.9657560484266,3581,2904.2031814268003
1949-10-01,2193.034210526315,2207.7672754732785,2294.601333539029,2489,2208.0982797043475
1949-11-01,2013.5078947368413,2022.3477315388857,2109.569415215811,2468,2136.445809233392
1949-12-01,1774.9815789473676,1777.9281869613233,1865.343685289302,2134,1892.3275900836964
1950-01-01,1598.1951754385957,1595.7396557802526,1711.2244619976548,1903,1649.6468698753101
1950-02-01,1580.5635964912271,1573.1970613476833,1688.5203519306024,1719,1754.573250807506
1950-03-01,1717.247807017543,1704.9702542539198,1819.9705216678235,1617,1778.5344663287517
1950-04-01,1825.3004385964905,1808.1118673572528,1922.6276027882648,1818,1914.4991144482906
1950-05-01,1888.1951754385957,1866.0955849837767,1979.965279502454,2067,2046.8908882223782
1950-06-01,2042.668859649122,2015.6582482825595,2128.7203939156534,2457,2007.1097804549447
1950-07-01,2432.8793859649118,2400.957750982352,2513.050840764705,2600,2668.2031134894933
1950-08-01,3537.668859649122,3500.836194997788,3611.798725312768,3530,3450.895820136504
1950-09-01,2787.8793859649118,2746.1357035580486,2855.806152822998,2693,2990.8337811411075
1950-10-01,2318.8267543859643,2272.172051204635,2380.3889127690813,2448,2293.6881061045992
1950-11-01,2139.3004385964905,2087.734711560295,2194.3364788352283,2250,2221.0269733075556
1950-12-01,1900.7741228070167,1844.297371272785,1949.1225352319643,1972,1975.9322028197375
1951-01-01,1723.9877192982449,1663.091044381767,1794.0474001974453,1682,1732.3070422611959
1951-02-01,1706.3561403508763,1641.5306542392505,1770.4196803214036,1730,1836.3210938312036
1951-03-01,1843.040350877192,1774.286051435539,1900.9785421835163,1814,1859.402090978227
1951-04-01,1951.0929824561397,1878.409868828925,2002.7766173627328,1900,1994.5186317115106
1951-05-01,2013.9877192982449,1937.3757907455015,2059.287590069578,2051,2126.0944090873095
1951-06-01,2168.461403508771,2087.9206583343366,2207.248302409316,2290,2085.5294159095542
1951-07-01,2558.6719298245607,2474.202365324182,2590.8166491187885,2599,2745.870974521748
1951-08-01,3663.461403508771,3575.0630136296704,3688.8347354611537,3428,3527.844017734369
1951-09-01,2913.6719298245607,2821.344726479984,2932.1446666995694,2262,3067.0944262925514
1951-10-01,2444.619298245613,2348.363278416623,2456.06223230772,2242,2369.2933097975874
1951-11-01,2265.0929824561395,2164.9081430623355,2269.376905969816,2103,2296.0088465300546
1951-12-01,2026.5666666666657,1922.4530070648784,2023.562371896384,1825,2050.322856559715
1952-01-01,1849.7802631578936,1742.228884463913,1867.9189483255775,1670,1806.138587506618
1952-02-01,1832.1486842105253,1721.650698611449,1843.755241847132,1681,1909.6256415700368
1952-03-01,1968.832894736841,1855.3883000977903,1973.8104190407223,1713,1932.2117521984383
1952-04-01,2076.8855263157884,1960.4943217812288,2075.137111485298,1954,2066.8655174010664
1952-05-01,2139.780263157894,2020.4424479878576,2131.209003391385,1876,2198.010630234177
1952-06-01,2294.25394736842,2171.969519866745,2278.7629368642474,2272,2157.0470835016995
1952-07-01,2684.4644736842097,2559.2334311466434,2661.956806640725,2612,2817.0221995471375
1952-08-01,3789.25394736842,3661.076283742184,3759.63271798398,3590,3598.6609111809707
1952-09-01,3039.4644736842097,2908.34020088255,3002.6327761571656,2496,3137.6090991483306
1952-10-01,2570.4118421052626,2436.340957109242,2526.272770633969,2441,2439.5378730505113
1952-11-01,2390.885526315789,2253.868026045008,2339.342175098599,2340,2366.01541116809
1952-12-01,2152.359210526315,2012.3950943376024,2093.3146737615834,2090,2120.123533570828
1953-01-01,1975.5728070175428,1833.1531760266896,1937.4905848610767,1812,1875.7654878787757
1953-02-01,1957.9412280701745,1813.5571944642784,1913.178514986811,1788,1979.1108762912058
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184653,1837,2001.5874322565855
1953-04-01,2202.678070175438,2054.365226214163,2144.360563634986,1993,2136.1637537841584
1953-05-01,2265.572807017543,2115.295556710845,2200.3809979469006,2021,2267.2635339301796
1953-06-01,2420.046491228069,2267.8048328797854,2347.915775759472,2199,2226.2867654985803
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809541,2622,2886.2807708328633
1953-08-01,3915.0464912280695,3758.8760053353294,3828.844151360269,3787,3667.970482743508
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748103,2914,3207.001781975645
1953-10-01,2696.204385964911,2536.1050872824926,2595.6720062268514,2487,2509.0457781305704
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700602,2314,2435.6706494888604
1953-12-01,2278.151754385964,2114.1236330909583,2163.030919306588,2139,2189.958216120277
1954-01-01,2101.365350877192,1935.8639190700976,2007.4137882829652,2124,1945.8117256448695
1954-02-01,2083.733771929824,1917.2501417977392,1983.340978219466,2214,2049.4007802619103
1954-03-01,2220.4179824561397,2052.952151864186,2113.551655695768,2234,2072.1531134198676
1954-04-01,2328.470614035087,2160.022582127729,2215.09845229082,2279,2207.0373231279855
1954-05-01,2391.365350877192,2221.935116914464,2271.4550522151467,2423,2338.477102442518
1954-06-01,2545.8390350877185,2375.4265973734564,2419.358297574013,2290,2297.8724441673967
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2958.270670646124
1954-08-01,4040.8390350877194,3868.462178409106,3901.120514069046,4485,3740.39671468918
1954-09-01,3291.049561403508,3117.6905041295768,3144.663695731528,3085,3279.896457041695
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565392,2852,2582.4410073049653
1954-11-01,2642.4706140350872,2467.147146452244,2482.653153254848,2629,2509.5985437595673
1954-12-01,2403.944298245613,2227.638623324945,2237.362587010421,2435,2264.4508864752606
1955-01-01,2227.157894736841,2050.3611135941374,2082.340037070268,2227,2020.9012830720976
1955-02-01,2209.526315789473,2032.729540611831,2058.894110024121,1944,2125.1193357493503
1955-03-01,2346.210526315788,2169.41375496833,2189.7639724516566,2125,2148.532777955486
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931824,2260,2284.1102076997477
1955-05-01,2517.157894736841,2340.361128598713,2349.082644675149,2299,2416.2753180383916
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868946,2323,2376.4281017753483
1955-07-01,3061.842105263157,2885.0453374978147,2882.138159003904,2659,3037.61588125412
1955-08-01,4166.631578947367,3989.8348029635135,3981.113284589334,3761,3820.563589285187
1955-09-01,3416.842105263157,3240.045332974037,3225.509462806343,2779,3360.91710661368
1955-10-01,2947.789473684209,2770.992702070887,2750.642483128615,2761,2664.3475428408947
1955-11-01,2768.263157894736,2591.4663838768097,2565.301819240361,2446,2592.423076247408
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352108,2278,2348.22552690298
1956-01-01,2352.95043859649,2176.6447595988075,2166.9208097020087,1879,2105.658142427661
1956-02-01,2335.318859649122,2159.9953909065543,2144.4893888797983,1881,2210.890525020725
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465153,2165,2235.3504081306387
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037021,2199,2372.006389766645
1956-05-01,2642.95043859649,2470.5735917635943,2437.91525380593,2308,2505.2821629849996
1956-06-01,2797.424122807017,2626.029480802693,2587.718303877142,2529,2466.5777205896343
1956-07-01,3187.634649122806,3017.222209242801,2973.290497987497,2573,3128.940384924051
1956-08-01,4292.424122807017,4122.993878998552,4073.4739414001583,3946,3913.095088798729
1956-09-01,3542.634649122806,3374.186613299129,3319.110739378278,3200,3454.6877129587997
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955448,2574,2759.3893670055595
1956-11-01,2894.055701754385,2727.5720727820067,2661.4812411361663,2422,2688.768229219583
1956-12-01,2655.5293859649114,2490.027958234812,2418.4781028106718,2446,2445.9061196706334
1957-01-01,2478.7429824561395,2314.71485708411,2265.807584657213,2828,2204.706285978759
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265524,2879,2311.338330343234
1957-03-01,2597.795614035087,2437.6963156185134,2378.1293952152832,2800,2337.229986212525
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854378,2835,2475.349851595876
1957-05-01,2768.7429824561395,2612.5725064091066,2542.6043580865157,2585,2610.1216195495426
1957-06-01,2923.216666666666,2769.010599738257,2693.9387453237773,2787,2572.9452828774542
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534066,3334,3236.8681639231163
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980542,4746,4022.6151954970055
1957-09-01,3668.427192982456,3520.114345104851,3430.1190039263583,3613,3565.8322583442537
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845204,3463,2872.190462066158
1957-11-01,3019.8482456140346,2875.4642131678343,2775.842897421288,3274,2803.257984943294
1957-12-01,2781.3219298245604,2638.902302910693,2534.5649078651354,2801,2562.1166470454205
1958-01-01,2604.5355263157885,2464.5714060500427,2383.6518404149024,2488,2322.669695992591
1958-02-01,2586.90394736842,2449.8864459378947,2364.412301660321,2386,2431.0867339840775
1958-03-01,2723.588157894736,2589.517273164552,2499.5854581810704,2428,2458.7954944683465
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556097,2678,2598.764575454642
1958-05-01,2894.5355263157885,2766.3578725352504,2667.8014359959275,2744,2735.4176699992195
1958-06-01,3049.009210526315,2923.7781701544536,2821.0547836058267,2772,2700.154770906009
1958-07-01,3439.2197368421043,3316.9353071746677,3210.141879122634,3520,3366.023200518515
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809508,3833,4153.7478916472155
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296083,3377,3698.974725037243
1958-10-01,3325.167105263157,3211.7225103582127,3093.300389956618,3013,3007.3748102898912
1958-11-01,3145.6407894736835,3035.1428050342934,2913.0382665747475,2871,2940.5163256857363
1958-12-01,2907.1144736842098,2799.5630990672043,2673.8730489945247,2592,2701.481091294542
1959-01-01,2730.328070175437,2626.214406496607,2525.1050554541025,2375,2464.172354736357
1959-02-01,2712.696491228069,2612.511650674511,2508.0428925432143,2304,2574.7597182104546
1959-03-01,2849.380701754385,2753.1246821912214,2645.425726841539,2464,2604.670915165301
1959-04-01,2957.4333333333325,2865.106133905028,2754.3061899280224,2557,2746.8745436101417
1959-05-01,3020.328070175437,2931.9296901420253,2818.157966013192,2739,2885.79429660123
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202312,2714,2852.8301669424977
1959-07-01,3565.0122807017533,3484.471533361547,3365.1438782322225,3102,3521.029476977448
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366084,3961,4311.11715951656
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670505,3772,3858.7390953049635
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088106,3245,3169.566393943957
1959-11-01,3271.4333333333325,3206.6078483813835,3077.7188270755723,3104,3105.167233714114
1959-12-01,3032.9070175438587,2972.0103467043477,2841.0540046778624,2869,2868.623434685197
1960-01-01,2856.120614035087,2799.643858423803,2694.818708253837,2513,2633.838244477257
1960-02-01,2838.4890350877185,2786.92330689176,2680.321544393228,2385,2746.9812652895644
1960-03-01,2975.1732456140344,2928.5185426985217,2820.3016796757124,2756,2779.48023057059
1960-04-01,3083.225877192981,3041.482198702381,2931.811745680238,2927,2924.303738329574
1960-05-01,3146.120614035087,3109.287959229431,2998.3254266173326,2940,3065.8754816227756
1960-06-01,3300.594298245613,3268.6726654287395,3156.5795645922594,3180,3035.5954532541205
1960-07-01,3690.8048245614023,3663.794211029058,3550.73205434186,3791,3706.5109755671147
1960-08-01,4795.594298245614,4773.49469794502,4659.6250011292905,4093,4499.346981372237
1960-09-01,4045.8048245614023,4028.616249405807,3914.1005102177114,4309,4049.7493514146195
1960-10-01,3576.752192982455,3564.4746399529195,3449.4743710808057,3532,3363.3891952955564
1960-11-01,3397.225877192982,3389.8593432091056,3274.536057402786,3408,3301.834691295625
1960-12-01,3158.699561403508,3156.2440458221217,3040.759253394176,2839,3068.1676594845853
1961-01-01,2981.913157894736,2984.85976183163,2897.44427729313,2792,2836.29134748249
1961-02-01,2964.2815789473675,2973.121414589639,2885.8997356893847,2798,2952.3753574886096
1961-03-01,3100.965789473684,3115.698854686454,3028.864795162614,3007,2987.847422951413
1961-04-01,3209.0184210526304,3229.644714980366,3143.392087291769,3086,3135.6761418801425
1961-05-01,3271.9131578947363,3298.432679797468,3212.9552962873727,3201,3280.285207331052
1961-06-01,3426.3868421052625,3458.7995902868297,3374.291264254692,3428,3253.074612108076
1961-07-01,3816.597368421052,3854.9033401772,3771.5578859305656,3754,3927.0916785547142
1961-08-01,4921.386842105262,4965.586031383215,4883.597266578154,4917,4723.061339481447
1961-09-01,4171.597368421051,4221.689787134054,4141.251511460612,3760,4276.629475633408
1961-10-01,3702.5447368421046,3758.53038197122,3679.8364100516274,3609,3593.46719661189
1961-11-01,3523.018421052631,3584.8972895174584,3508.1414360354097,3471,3535.142680697469
1961-12-01,3284.492105263157,3352.264196420527,3277.640273622484,3347,3304.7377479599077
1962-01-01,3107.705701754385,3181.862116720088,3137.633241051008,3333,3076.155646019257
1962-02-01,3090.0741228070165,3171.10597376815,3129.4289449107096,3456,3195.565977074787
1962-03-01,3226.7583333333323,3314.665618155017,3275.7665517812698,3569,3234.396474574967
1962-04-01,3334.81096491228,3429.593682738982,3393.698693241637,3900,3385.615736529042
1962-05-01,3397.705701754385,3499.3638518461366,3466.6990535023365,3909,3533.647455993262
1962-06-01,3552.1793859649115,3660.7129666255514,3631.504474668633,4098,3509.8916257715628
1962-07-01,3942.389912280701,4057.798920805975,4032.2728514773657,4826,4187.395568207446
1962-08-01,5047.179385964912,5169.463816302042,5147.846289191695,5770,4986.884216111391
1962-09-01,4297.389912280701,4426.549776342934,4409.066893074778,5108,4544.003450228529
1962-10-01,3828.3372807017536,3964.3725754701513,3951.250452600301,4360,3864.424380160154
1962-11-01,3648.81096491228,3791.7216873064426,3783.1864414524703,4100,3809.7151841868463
1962-12-01,3410.2846491228065,3560.0707984995643,3556.348543841815,3562,3582.957682378362
1963-01-01,3233.498245614034,3390.650923089177,3420.037078006489,3284,3358.0551223547554
1963-02-01,3215.866666666666,3380.8769844272915,3415.560650536227,3278,3481.1771063152983
1963-03-01,3352.5508771929817,3525.418833104212,3565.658428010704,3424,3523.7513677084553
1963-04-01,3460.603508771929,3641.329101978229,3687.383042008869,3843,3678.746504543473
1963-05-01,3523.498245614034,3712.0814753754366,3764.2081767412506,3614,3830.5862098766056
1963-06-01,3677.97192982456,3874.412794444903,3932.870674313108,3536,3810.6704765117847
1963-07-01,4068.18245614035,4272.480952915379,4337.528429461285,4505,4492.046626792511
1963-08-01,5172.971929824561,5385.128052701499,5457.023547448942,5456,5295.439593529268
1963-09-01,4423.18245614035,4643.196217032444,4722.198133539234,4881,4856.4952574671825
1963-10-01,3954.1298245614025,4182.001220449714,4268.367977205848,4041,4180.884728207552
1963-11-01,3774.603508771929,4010.332536576058,4104.322552132991,3724,4130.176184030955
1963-12-01,3536.077192982455,3779.663852059232,3881.5355425311914,3525,3907.4514450071483
1964-01-01,3359.290789473683,3611.2261809388974,3749.307266638601,3437,3686.613758756186
1964-02-01,3341.659210526315,3602.4344465670647,3748.94633104496,3324,3813.83272747734
1964-03-01,3478.343421052631,3747.958499534038,3903.1919023299374,3977,3860.5360846190742
1964-04-01,3586.396052631578,3864.8509726981074,4029.096612072488,4025,4019.692428190636
1964-05-01,3649.290789473683,3936.5855503853672,4110.134144483136,4016,4175.7254512482805
1964-06-01,3803.76447368421,4099.899073744887,4283.04134166714,4031,4160.035146595937
1964-07-01,4193.974999999999,4498.949436505416,4691.976098361349,4489,4845.668836577107
1964-08-01,5298.76447368421,5612.578740581588,5815.780519828919,5563,5653.351454002274
1964-09-01,4548.974999999999,4871.629109202585,5085.296711333005,5709,5218.728879616568
1964-10-01,4079.922368421052,4411.416316909908,4635.8404623472925,4620,4547.472223021282
1964-11-01,3900.396052631578,4240.729837326305,4476.201246555995,4160,4501.149662496997
1964-12-01,3661.869736842104,4011.043357099531,4257.8527481696365,4012,4282.843018113467
1965-01-01,3485.0833333333326,3843.587890269249,4130.095285426369,3987,4066.4555374907495
1965-02-01,3467.451754385964,3835.778360187469,4134.237464915932,4155,4198.156822828113
1965-03-01,3604.13596491228,3982.2846174444944,4293.018453217997,4054,4249.374607574027
1965-04-01,3712.188596491227,4100.159294898617,4423.490881911517,4485,4413.077489737733
1965-05-01,3775.0833333333326,4172.87607687593,4509.128435207016,4558,4573.689162375486
1965-06-01,3929.5570175438593,4337.171804525502,4686.667955209756,4462,4562.609618291222
1965-07-01,4319.767543859648,4737.204371576083,5100.267336656578,4594,5252.886179828436
1965-08-01,5424.557017543859,5851.815879942307,6228.768684810648,6481,6065.243779797616
1965-09-01,4674.767543859648,5111.848452853357,5503.014104935111,6345,5635.328298943885
1965-10-01,4205.7149122807,4652.617864850734,5058.319386503661,5142,4968.810846868545
1965-11-01,4026.188596491228,4482.913589557182,4903.474003200508,4824,4927.259601852171
1965-12-01,3787.662280701754,4254.209313620462,4689.951639236175,4573,4713.756383964518
1966-01-01,3610.8758771929815,4087.736051080232,4567.052612848816,4158,4502.204440825643
1966-02-01,3593.2442982456128,4080.908725288505,4576.08553062817,4140,4638.773374634819
1966-03-01,3729.928508771929,4228.397186835583,4739.789559153909,4251,4694.89091884051
1966-04-01,3837.981140350877,4347.254068579758,4875.217330004982,4734,4863.525671451963
1966-05-01,3900.8758771929815,4420.953054847123,4965.8425273919165,4858,5029.101325525428
1966-06-01,4055.349561403508,4586.230986786748,5148.401993419973,4798,5023.017873864838
1966-07-01,4445.560087719297,4987.245758127382,5567.053622825999,5080,5718.322638813698
1966-08-01,5550.349561403507,6102.839470783659,6700.639520873148,6905,6535.740553182488
1966-09-01,4800.560087719297,5363.854247984761,5980.001792824582,5504,6110.917497716337
1966-10-01,4331.50745614035,4905.60586427219,5540.456228153978,5457,5449.524582016539
1966-11-01,4151.981140350877,4736.883793268691,5390.792300545552,5198,5413.129984363674
1966-12-01,3913.4548245614014,4509.161721622024,5182.483694209832,4890,5204.815524827501
